ticket_id,created_at,first_response_at,closed_at,status,priority,category,channel,agent_id,department_id,customer_segment_id,sla_target_hours,sla_breached,first_response_hours,resolution_hours,satisfaction_score
tck_004572,2026-03-30 18:15,2026-03-31 10:17,2026-04-02 18:15,closed,medium,data export,portal,agt_015,dep_05,seg_05,64,1,16.04,72.02,3.3
tck_004573,2026-03-30 12:54,2026-03-30 15:20,2026-04-01 04:08,closed,critical,integration issue,portal,agt_016,dep_05,seg_03,8,1,2.44,39.24,2.6
tck_004574,2026-03-30 14:36,2026-03-31 06:41,2026-03-31 07:11,closed,medium,login access,chat,agt_002,dep_01,seg_03,48,0,16.10,16.60,4.3
tck_004575,2026-03-30 15:56,2026-03-30 19:40,2026-03-31 10:35,closed,critical,bug report,email,agt_017,dep_01,seg_04,9,1,3.74,18.65,2.9
tck_004576,2026-03-30 17:47,2026-03-30 23:49,2026-03-31 04:39,resolved,high,feature request,email,agt_018,dep_03,seg_02,16,0,6.03,10.88,4.6
tck_004577,2026-03-30 13:40,2026-03-30 21:58,2026-03-31 18:51,resolved,medium,login access,chat,agt_001,dep_01,seg_04,57,0,8.30,29.19,4.4
tck_004578,2026-03-30 08:00,2026-03-31 17:19,2026-04-01 20:07,closed,low,abuse report,phone,agt_013,dep_04,seg_02,86,0,33.32,60.12,4.8
tck_004579,2026-03-30 16:55,2026-03-31 06:29,2026-03-31 19:00,resolved,medium,feature request,email,agt_018,dep_03,seg_02,43,0,13.58,26.09,4.8
tck_004580,2026-03-30 10:02,2026-03-31 06:17,2026-03-31 06:47,closed,low,login access,email,agt_001,dep_01,seg_03,96,0,20.25,20.75,5.0
tck_004581,2026-03-30 08:29,2026-03-31 20:31,2026-04-01 20:15,closed,low,login access,portal,agt_003,dep_01,seg_04,115,0,36.05,59.78,4.4
tck_004582,2026-03-30 19:49,2026-04-01 23:31,2026-04-04 03:24,closed,low,feature request,email,agt_018,dep_03,seg_05,129,0,51.71,103.59,4.0
tck_004583,2026-03-30 15:31,2026-03-30 17:58,2026-03-30 22:06,closed,high,billing question,email,agt_006,dep_02,seg_04,21,0,2.45,6.58,4.6
tck_004584,2026-03-30 11:39,2026-03-31 03:30,2026-03-31 09:06,closed,medium,integration issue,email,agt_016,dep_05,seg_01,36,0,15.86,21.46,4.6
tck_004585,2026-03-30 10:28,2026-03-30 19:27,2026-04-01 14:53,resolved,medium,invoice dispute,social,agt_007,dep_02,seg_05,64,0,8.99,52.42,4.4
tck_004586,2026-03-30 17:35,2026-03-30 20:01,2026-03-31 23:26,closed,high,integration issue,email,agt_015,dep_05,seg_02,16,1,2.43,29.85,3.4
tck_004587,2026-03-30 09:41,2026-03-31 13:21,2026-03-31 13:51,closed,medium,bug report,email,agt_004,dep_01,seg_01,36,0,27.68,28.18,5.0
tck_004588,2026-03-30 16:01,2026-03-31 03:22,2026-03-31 23:58,closed,low,onboarding help,phone,agt_009,dep_03,seg_04,115,0,11.36,31.96,5.0
tck_004589,2026-03-30 13:45,2026-03-31 22:59,2026-04-05 17:54,closed,low,integration issue,phone,agt_016,dep_05,seg_03,96,1,33.25,148.15,4.2
tck_004590,2026-03-30 13:58,2026-03-31 18:47,2026-03-31 19:17,closed,low,feature request,email,agt_018,dep_03,seg_05,129,0,28.83,29.33,4.9
tck_004591,2026-03-30 11:47,2026-03-31 06:41,2026-04-01 04:30,resolved,medium,integration issue,email,agt_016,dep_05,seg_01,36,1,18.90,40.72,3.6
tck_004592,2026-03-30 19:47,2026-04-02 04:04,2026-04-02 21:06,closed,low,data export,email,agt_016,dep_05,seg_03,96,0,56.29,73.33,4.5
tck_004593,2026-03-30 10:09,2026-03-31 01:20,2026-04-01 02:14,closed,medium,abuse report,portal,agt_011,dep_04,seg_02,43,0,15.19,40.09,5.0
tck_004594,2026-03-30 21:27,2026-03-31 02:09,2026-03-31 21:10,closed,high,login access,social,agt_017,dep_01,seg_02,16,1,4.71,23.73,2.8
tck_004595,2026-03-30 19:02,2026-03-31 15:58,2026-03-31 16:28,closed,low,login access,phone,agt_004,dep_01,seg_05,129,0,20.94,21.44,4.5
tck_004596,2026-03-30 17:11,2026-03-31 01:17,2026-03-31 02:06,closed,high,data export,email,agt_014,dep_05,seg_05,24,0,8.11,8.93,4.6
tck_004597,2026-03-31 15:21,2026-04-01 02:30,2026-04-01 11:03,closed,medium,billing question,chat,agt_006,dep_02,seg_03,48,0,11.16,19.71,4.7
tck_004598,2026-03-31 15:54,2026-04-01 01:44,2026-04-01 20:38,closed,medium,onboarding help,email,agt_008,dep_03,seg_03,48,0,9.85,28.74,5.0
tck_004599,2026-03-31 19:01,2026-04-01 18:30,2026-04-03 20:58,closed,low,bug report,phone,agt_002,dep_01,seg_03,96,0,23.50,73.96,4.4
tck_004600,2026-03-31 21:47,2026-04-02 04:13,2026-04-02 04:43,closed,low,billing question,portal,agt_007,dep_02,seg_04,115,0,30.44,30.94,4.7
tck_004601,2026-03-31 14:33,2026-04-02 03:37,2026-04-02 04:07,closed,low,integration issue,chat,agt_015,dep_05,seg_03,96,0,37.08,37.58,4.4
tck_004602,2026-03-31 13:21,2026-04-02 02:54,2026-04-02 03:24,closed,medium,feature request,portal,agt_018,dep_03,seg_05,64,0,37.55,38.05,4.2
tck_004603,2026-03-31 15:50,2026-03-31 16:44,2026-04-01 00:40,closed,critical,bug report,chat,agt_017,dep_01,seg_02,7,1,0.92,8.84,2.8
tck_004604,2026-03-31 21:04,2026-04-02 03:18,2026-04-03 19:05,resolved,low,integration issue,chat,agt_015,dep_05,seg_02,86,0,30.24,70.02,4.7
tck_004605,2026-03-31 19:42,2026-04-01 10:14,2026-04-04 01:11,resolved,medium,bug report,chat,agt_001,dep_01,seg_03,48,1,14.55,77.50,2.7
tck_004606,2026-03-31 17:31,2026-03-31 20:50,2026-04-01 02:59,resolved,high,data export,chat,agt_015,dep_05,seg_01,13,0,3.32,9.47,4.3
tck_004607,2026-03-31 16:34,2026-03-31 23:12,2026-04-01 03:10,resolved,medium,login access,email,agt_017,dep_01,seg_02,43,0,6.65,10.61,5.0
tck_004608,2026-03-31 16:05,2026-03-31 17:52,2026-04-01 12:54,closed,critical,billing question,portal,agt_005,dep_02,seg_01,6,1,1.78,20.82,2.8
tck_004609,2026-03-31 16:39,2026-03-31 20:56,2026-04-01 05:02,closed,high,data export,email,agt_015,dep_05,seg_01,13,0,4.29,12.39,4.7
tck_004610,2026-03-31 14:51,2026-04-01 05:26,2026-04-04 07:22,closed,medium,integration issue,email,agt_016,dep_05,seg_02,43,1,14.58,88.52,3.2
tck_004611,2026-03-31 10:14,2026-04-01 11:26,2026-04-01 11:56,resolved,low,login access,phone,agt_002,dep_01,seg_03,96,0,25.20,25.70,4.6
tck_004612,2026-03-31 13:47,2026-04-01 08:17,,pending,low,billing question,phone,agt_006,dep_02,seg_02,86,1,18.51,1474.20,
tck_004613,2026-03-31 10:04,2026-03-31 17:25,2026-04-01 01:42,closed,medium,bug report,chat,agt_017,dep_01,seg_03,48,0,7.35,15.64,5.0
tck_004614,2026-03-31 15:01,2026-04-01 09:47,2026-04-02 06:04,closed,low,onboarding help,portal,agt_018,dep_03,seg_01,72,0,18.77,39.05,4.7
tck_004615,2026-03-31 18:05,2026-04-01 08:17,2026-04-01 13:46,closed,low,login access,chat,agt_017,dep_01,seg_01,72,0,14.21,19.69,4.8
tck_004616,2026-03-31 08:46,2026-03-31 16:29,2026-04-01 02:42,closed,high,bug report,chat,agt_003,dep_01,seg_03,18,0,7.73,17.95,4.2
tck_004617,2026-03-31 14:17,2026-04-01 06:27,2026-04-01 21:23,closed,medium,bug report,portal,agt_017,dep_01,seg_03,48,0,16.18,31.11,4.5
tck_004618,2026-03-31 11:51,2026-04-01 09:49,2026-04-02 01:05,closed,medium,onboarding help,portal,agt_009,dep_03,seg_02,43,0,21.97,37.24,4.6
tck_004619,2026-03-31 13:19,2026-03-31 16:27,2026-04-01 12:38,closed,high,data export,phone,agt_015,dep_05,seg_02,16,1,3.14,23.33,3.5
tck_004620,2026-03-31 07:09,2026-03-31 12:12,2026-04-01 00:11,closed,high,bug report,social,agt_004,dep_01,seg_04,21,0,5.05,17.04,4.4
tck_004621,2026-03-31 08:25,2026-03-31 19:14,,in_progress,medium,onboarding help,phone,agt_009,dep_03,seg_02,43,1,10.82,1479.57,
tck_004622,2026-03-31 20:32,2026-04-04 21:30,2026-04-04 22:00,closed,low,integration issue,chat,agt_016,dep_05,seg_01,72,1,96.98,97.48,3.9
tck_004623,2026-03-31 08:56,2026-03-31 14:20,2026-04-01 08:55,closed,high,onboarding help,portal,agt_010,dep_03,seg_01,13,1,5.42,24.00,3.4
tck_004624,2026-03-31 11:31,2026-03-31 22:00,2026-04-01 17:37,closed,low,login access,email,agt_002,dep_01,seg_01,72,0,10.50,30.11,5.0
tck_004625,2026-03-31 10:36,2026-04-01 04:10,2026-04-05 03:48,closed,low,onboarding help,phone,agt_018,dep_03,seg_05,129,0,17.58,113.22,4.5
tck_004626,2026-03-31 16:35,2026-04-01 01:59,2026-04-03 17:58,closed,medium,bug report,email,agt_001,dep_01,seg_03,48,1,9.40,73.40,3.1
tck_004627,2026-03-31 12:27,2026-03-31 17:32,2026-04-01 01:58,closed,high,onboarding help,chat,agt_008,dep_03,seg_05,24,0,5.09,13.52,4.9
tck_004628,2026-03-31 17:25,2026-03-31 23:10,2026-04-01 07:34,resolved,high,onboarding help,phone,agt_009,dep_03,seg_01,13,1,5.76,14.15,2.8
tck_004629,2026-03-31 08:01,2026-04-01 11:47,2026-04-01 12:17,closed,low,billing question,chat,agt_005,dep_02,seg_03,96,0,27.77,28.27,4.1
tck_004630,2026-03-31 11:15,2026-04-01 09:12,2026-04-02 08:24,closed,medium,invoice dispute,email,agt_005,dep_02,seg_02,43,1,21.96,45.16,3.6
tck_004631,2026-04-01 13:49,2026-04-02 13:32,2026-04-02 19:20,closed,low,billing question,portal,agt_007,dep_02,seg_03,96,0,23.72,29.53,5.0
tck_004632,2026-04-01 11:50,2026-04-01 14:23,2026-04-01 21:23,resolved,high,billing question,portal,agt_005,dep_02,seg_03,18,0,2.56,9.55,4.4
tck_004633,2026-04-01 17:34,2026-04-02 01:49,2026-04-03 01:21,closed,medium,login access,social,agt_001,dep_01,seg_01,36,0,8.25,31.79,5.0
tck_004634,2026-04-01 11:24,2026-04-02 04:30,2026-04-03 03:13,closed,medium,login access,chat,agt_002,dep_01,seg_04,57,0,17.11,39.82,4.8
tck_004635,2026-04-01 20:37,2026-04-03 23:15,2026-04-07 11:08,closed,low,integration issue,portal,agt_015,dep_05,seg_01,72,1,50.63,134.52,3.4
tck_004636,2026-04-01 07:58,2026-04-01 12:38,2026-04-02 18:36,closed,high,bug report,phone,agt_001,dep_01,seg_02,16,1,4.67,34.64,2.6
tck_004637,2026-04-01 17:35,2026-04-02 06:13,2026-04-02 11:02,closed,medium,login access,chat,agt_003,dep_01,seg_04,57,0,12.65,17.46,4.2
tck_004638,2026-04-01 09:37,2026-04-01 19:36,2026-04-02 06:35,closed,medium,billing question,chat,agt_005,dep_02,seg_04,57,0,10.00,20.97,4.5
tck_004639,2026-04-01 08:08,2026-04-02 00:53,2026-04-02 01:23,closed,medium,billing question,social,agt_005,dep_02,seg_01,36,0,16.75,17.25,4.7
tck_004640,2026-04-01 14:39,2026-04-01 19:28,2026-04-02 00:07,closed,medium,login access,portal,agt_003,dep_01,seg_03,48,0,4.82,9.48,4.6
tck_004641,2026-04-01 14:48,2026-04-03 03:07,2026-04-04 22:12,closed,low,integration issue,social,agt_016,dep_05,seg_04,115,0,36.33,79.40,4.7
tck_004642,2026-04-01 14:12,2026-04-01 16:52,2026-04-01 20:07,closed,high,billing question,chat,agt_005,dep_02,seg_04,21,0,2.68,5.92,4.7
tck_004643,2026-04-01 16:07,2026-04-02 05:38,2026-04-02 06:08,closed,medium,billing question,phone,agt_006,dep_02,seg_03,48,0,13.53,14.03,4.4
tck_004644,2026-04-01 10:19,2026-04-01 13:00,2026-04-04 18:09,closed,high,feature request,email,agt_018,dep_03,seg_03,18,1,2.69,79.84,2.3
tck_004645,2026-04-01 11:20,2026-04-02 05:58,2026-04-03 08:08,resolved,low,bug report,portal,agt_001,dep_01,seg_02,86,0,18.64,44.81,4.5
tck_004646,2026-04-01 16:33,2026-04-02 00:19,2026-04-02 19:23,closed,medium,billing question,phone,agt_006,dep_02,seg_04,57,0,7.78,26.84,4.2
tck_004647,2026-04-01 09:21,2026-04-01 21:13,2026-04-03 00:50,closed,medium,invoice dispute,social,agt_006,dep_02,seg_01,36,1,11.87,39.49,3.6
tck_004648,2026-04-01 17:17,2026-04-02 07:54,2026-04-02 08:24,closed,low,login access,portal,agt_017,dep_01,seg_04,115,0,14.63,15.13,4.7
tck_004649,2026-04-01 14:43,2026-04-01 18:10,2026-04-01 20:56,closed,high,billing question,email,agt_006,dep_02,seg_04,21,0,3.46,6.23,4.8
tck_004650,2026-04-01 16:34,2026-04-01 23:40,2026-04-02 00:35,closed,medium,login access,phone,agt_017,dep_01,seg_03,48,0,7.12,8.03,4.8
tck_004651,2026-04-01 19:12,2026-04-03 19:57,,in_progress,medium,integration issue,portal,agt_016,dep_05,seg_01,36,1,48.76,1444.78,
tck_004652,2026-04-01 12:05,2026-04-02 19:51,2026-04-02 20:21,closed,low,bug report,phone,agt_004,dep_01,seg_03,96,0,31.77,32.27,4.4
tck_004653,2026-04-01 10:15,2026-04-01 21:10,2026-04-02 23:38,closed,medium,invoice dispute,portal,agt_006,dep_02,seg_01,36,1,10.93,37.40,3.9
tck_004654,2026-04-01 12:40,2026-04-01 22:49,2026-04-02 18:24,closed,medium,onboarding help,portal,agt_009,dep_03,seg_03,48,0,10.16,29.74,4.8
tck_004655,2026-04-01 09:55,2026-04-03 08:29,2026-04-08 20:26,closed,low,integration issue,phone,agt_014,dep_05,seg_04,115,1,46.57,178.53,3.4
tck_004656,2026-04-01 17:09,2026-04-02 17:27,2026-04-02 20:29,resolved,low,bug report,chat,agt_017,dep_01,seg_03,96,0,24.31,27.34,4.2
tck_004657,2026-04-01 07:12,2026-04-02 22:49,2026-04-02 23:19,resolved,low,login access,email,agt_017,dep_01,seg_04,115,0,39.63,40.13,4.7
tck_004658,2026-04-01 19:07,2026-04-01 23:51,2026-04-02 17:29,closed,high,integration issue,portal,agt_016,dep_05,seg_02,16,1,4.74,22.38,3.0
tck_004659,2026-04-01 20:42,2026-04-04 04:12,2026-04-04 04:42,closed,low,abuse report,email,agt_012,dep_04,seg_04,115,0,55.51,56.01,4.5
tck_004660,2026-04-01 17:55,2026-04-02 15:32,2026-04-03 13:49,closed,low,onboarding help,portal,agt_018,dep_03,seg_03,96,0,21.63,43.91,4.6
tck_004661,2026-04-02 06:22,2026-04-02 09:47,2026-04-02 12:32,closed,high,onboarding help,portal,agt_009,dep_03,seg_03,18,0,3.43,6.18,5.0
tck_004662,2026-04-02 07:50,2026-04-02 17:52,2026-04-03 09:45,closed,medium,login access,phone,agt_003,dep_01,seg_02,43,0,10.05,25.93,5.0
tck_004663,2026-04-02 08:08,2026-04-02 20:44,2026-04-03 00:55,closed,high,invoice dispute,email,agt_005,dep_02,seg_04,21,0,12.61,16.79,3.7
tck_004664,2026-04-02 13:44,2026-04-02 18:59,2026-04-02 19:29,closed,medium,billing question,portal,agt_006,dep_02,seg_02,43,0,5.26,5.76,4.8
tck_004665,2026-04-02 07:48,2026-04-02 20:53,2026-04-02 21:48,closed,medium,bug report,phone,agt_002,dep_01,seg_02,43,0,13.09,14.00,4.9
tck_004666,2026-04-02 10:58,2026-04-03 05:46,2026-04-04 17:26,closed,low,billing question,email,agt_005,dep_02,seg_01,72,0,18.81,54.47,4.4
tck_004667,2026-04-02 16:58,2026-04-03 11:46,2026-04-04 11:50,resolved,low,onboarding help,email,agt_008,dep_03,seg_01,72,0,18.80,42.87,4.3
tck_004668,2026-04-02 12:37,2026-04-03 06:51,2026-04-03 07:21,closed,medium,onboarding help,chat,agt_009,dep_03,seg_02,43,0,18.24,18.74,5.0
tck_004669,2026-04-02 14:10,2026-04-03 02:58,2026-04-03 04:24,closed,medium,billing question,email,agt_007,dep_02,seg_01,36,0,12.81,14.24,4.7
tck_004670,2026-04-02 10:47,2026-04-02 15:19,2026-04-02 18:49,closed,medium,onboarding help,chat,agt_009,dep_03,seg_03,48,0,4.54,8.05,5.0
tck_004671,2026-04-02 08:25,2026-04-02 22:26,2026-04-03 06:03,closed,medium,abuse report,chat,agt_012,dep_04,seg_02,43,0,14.03,21.64,4.6
tck_004672,2026-04-02 17:45,2026-04-02 19:46,2026-04-04 03:54,closed,high,bug report,email,agt_017,dep_01,seg_04,21,1,2.03,34.16,3.0
tck_004673,2026-04-02 10:32,2026-04-02 17:18,2026-04-02 20:42,closed,medium,billing question,chat,agt_007,dep_02,seg_03,48,0,6.78,10.17,5.0
tck_004674,2026-04-02 19:26,2026-04-03 14:28,2026-04-03 14:58,closed,low,login access,portal,agt_002,dep_01,seg_04,115,0,19.04,19.54,5.0
tck_004675,2026-04-02 10:41,2026-04-02 15:09,2026-04-03 07:33,closed,high,bug report,chat,agt_004,dep_01,seg_03,18,1,4.47,20.88,3.4
tck_004676,2026-04-02 10:43,2026-04-03 00:55,2026-04-03 01:25,closed,medium,login access,chat,agt_001,dep_01,seg_03,48,0,14.21,14.71,4.7
tck_004677,2026-04-02 07:19,2026-04-03 02:21,2026-04-03 03:56,closed,medium,billing question,chat,agt_005,dep_02,seg_01,36,0,19.04,20.63,4.2
tck_004678,2026-04-02 08:38,2026-04-02 17:42,2026-04-03 09:54,closed,medium,billing question,email,agt_005,dep_02,seg_05,64,0,9.08,25.27,4.6
tck_004679,2026-04-02 10:01,2026-04-03 05:08,2026-04-03 05:38,resolved,low,login access,portal,agt_001,dep_01,seg_03,96,0,19.12,19.62,5.0
tck_004680,2026-04-02 09:02,2026-04-02 11:46,2026-04-03 15:44,closed,high,invoice dispute,email,agt_006,dep_02,seg_03,18,1,2.75,30.70,3.6
tck_004681,2026-04-02 10:37,2026-04-02 14:09,2026-04-03 00:35,closed,high,onboarding help,email,agt_010,dep_03,seg_01,13,1,3.54,13.97,3.1
tck_004682,2026-04-02 09:04,2026-04-02 10:51,2026-04-02 18:22,closed,high,billing question,phone,agt_007,dep_02,seg_03,18,0,1.79,9.31,4.4
tck_004683,2026-04-02 08:30,2026-04-02 15:24,2026-04-03 15:49,resolved,medium,bug report,phone,agt_003,dep_01,seg_03,48,0,6.91,31.33,4.0
tck_004684,2026-04-02 17:44,2026-04-03 04:25,2026-04-04 05:01,closed,medium,login access,chat,agt_001,dep_01,seg_01,36,0,10.70,35.29,4.6
tck_004685,2026-04-02 18:19,2026-04-05 07:38,2026-04-05 08:08,closed,medium,integration issue,portal,agt_014,dep_05,seg_03,48,1,61.32,61.82,3.1
tck_004686,2026-04-02 12:50,2026-04-02 18:59,2026-04-03 13:29,resolved,high,abuse report,phone,agt_012,dep_04,seg_03,18,1,6.15,24.66,2.8
tck_004687,2026-04-02 15:18,2026-04-03 10:00,2026-04-03 10:30,closed,low,login access,portal,agt_002,dep_01,seg_03,96,0,18.71,19.21,4.6
tck_004688,2026-04-02 13:48,2026-04-02 20:56,2026-04-05 14:16,closed,medium,login access,email,agt_017,dep_01,seg_03,48,1,7.15,72.47,3.4
tck_004689,2026-04-03 11:03,2026-04-03 11:46,2026-04-03 16:36,resolved,critical,feature request,portal,agt_008,dep_03,seg_02,7,0,0.72,5.55,4.6
tck_004690,2026-04-03 11:41,2026-04-04 00:00,2026-04-04 19:09,closed,medium,billing question,email,agt_005,dep_02,seg_03,48,0,12.33,31.47,4.8
tck_004691,2026-04-03 22:26,2026-04-04 08:30,2026-04-04 18:24,closed,medium,data export,chat,agt_015,dep_05,seg_03,48,0,10.07,19.97,4.5
tck_004692,2026-04-03 10:31,2026-04-04 11:03,2026-04-04 11:33,closed,medium,bug report,chat,agt_001,dep_01,seg_02,43,0,24.54,25.04,4.4
tck_004693,2026-04-03 15:52,2026-04-03 23:51,2026-04-04 11:23,resolved,high,data export,phone,agt_015,dep_05,seg_01,13,1,7.99,19.52,3.4
tck_004694,2026-04-03 18:20,2026-04-04 04:37,2026-04-06 22:41,closed,medium,bug report,chat,agt_003,dep_01,seg_03,48,1,10.29,76.36,3.8
tck_004695,2026-04-03 09:48,2026-04-03 11:51,2026-04-04 07:26,closed,high,billing question,chat,agt_006,dep_02,seg_01,13,1,2.05,21.64,3.4
tck_004696,2026-04-03 18:09,2026-04-03 19:07,2026-04-04 08:49,closed,critical,integration issue,email,agt_015,dep_05,seg_03,8,1,0.97,14.68,2.7
tck_004697,2026-04-03 12:04,2026-04-03 16:01,2026-04-03 22:51,closed,high,billing question,phone,agt_007,dep_02,seg_03,18,0,3.95,10.78,4.8
tck_004698,2026-04-03 16:42,2026-04-04 21:46,,open,medium,feature request,email,agt_010,dep_03,seg_05,64,1,29.07,1399.28,
tck_004699,2026-04-03 12:38,2026-04-04 10:44,2026-04-07 00:05,closed,low,integration issue,email,agt_014,dep_05,seg_02,86,0,22.10,83.45,4.2
tck_004700,2026-04-03 14:20,2026-04-03 17:55,2026-04-04 05:21,closed,high,bug report,email,agt_017,dep_01,seg_03,18,0,3.59,15.02,4.4
tck_004701,2026-04-03 18:20,2026-04-04 06:31,2026-04-06 04:34,closed,medium,bug report,phone,agt_002,dep_01,seg_04,57,1,12.19,58.23,3.5
tck_004702,2026-04-03 15:30,2026-04-04 15:15,2026-04-04 15:45,closed,low,onboarding help,email,agt_009,dep_03,seg_03,96,0,23.76,24.26,5.0
tck_004703,2026-04-03 13:30,2026-04-03 14:52,2026-04-03 18:48,closed,critical,data export,portal,agt_015,dep_05,seg_04,9,0,1.37,5.30,4.2
tck_004704,2026-04-03 14:51,2026-04-06 09:57,2026-04-06 10:27,closed,low,feature request,chat,agt_018,dep_03,seg_01,72,0,67.10,67.60,4.5
tck_004705,2026-04-03 12:42,2026-04-03 16:27,2026-04-06 10:13,closed,high,abuse report,chat,agt_012,dep_04,seg_03,18,1,3.76,69.53,2.2
tck_004706,2026-04-03 12:15,2026-04-04 02:45,2026-04-04 03:15,closed,low,billing question,email,agt_006,dep_02,seg_03,96,0,14.51,15.01,5.0
tck_004707,2026-04-03 14:03,2026-04-04 00:14,2026-04-04 00:44,resolved,medium,login access,email,agt_001,dep_01,seg_02,43,0,10.20,10.70,5.0
tck_004708,2026-04-03 16:21,2026-04-04 00:22,2026-04-04 15:20,closed,medium,abuse report,chat,agt_011,dep_04,seg_01,36,0,8.03,22.99,4.7
tck_004709,2026-04-03 21:45,2026-04-04 10:01,2026-04-05 15:00,closed,low,login access,chat,agt_002,dep_01,seg_02,86,0,12.27,41.26,4.8
tck_004710,2026-04-03 15:02,2026-04-03 20:15,2026-04-04 17:58,resolved,high,abuse report,phone,agt_011,dep_04,seg_05,24,1,5.23,26.95,3.2
tck_004711,2026-04-03 12:11,2026-04-04 09:35,2026-04-04 10:05,closed,low,login access,chat,agt_017,dep_01,seg_03,96,0,21.41,21.91,5.0
tck_004712,2026-04-03 17:29,2026-04-05 09:04,2026-04-06 21:05,closed,low,bug report,email,agt_017,dep_01,seg_02,86,0,39.59,75.61,4.3
tck_004713,2026-04-03 15:48,2026-04-03 16:12,2026-04-03 18:59,closed,critical,onboarding help,email,agt_008,dep_03,seg_02,7,0,0.41,3.18,4.4
tck_004714,2026-04-03 15:17,2026-04-04 00:00,2026-04-04 07:27,closed,high,onboarding help,email,agt_018,dep_03,seg_02,16,1,8.72,16.17,2.8
tck_004715,2026-04-03 16:10,2026-04-03 21:02,2026-04-04 04:05,closed,high,invoice dispute,social,agt_005,dep_02,seg_05,24,0,4.87,11.93,4.6
tck_004716,2026-04-03 10:52,2026-04-04 00:39,2026-04-04 20:00,closed,medium,bug report,chat,agt_002,dep_01,seg_01,36,0,13.80,33.14,4.3
tck_004717,2026-04-03 13:45,2026-04-04 01:32,2026-04-05 03:54,closed,medium,bug report,email,agt_017,dep_01,seg_01,36,1,11.80,38.17,3.6
tck_004718,2026-04-03 14:31,2026-04-03 17:31,2026-04-04 17:15,resolved,high,bug report,chat,agt_002,dep_01,seg_03,18,1,3.00,26.75,3.5
tck_004719,2026-04-04 15:41,2026-04-04 17:57,2026-04-05 19:45,closed,high,invoice dispute,chat,agt_005,dep_02,seg_01,13,1,2.27,28.08,3.0
tck_004720,2026-04-04 11:44,2026-04-04 14:51,,in_progress,high,feature request,chat,agt_018,dep_03,seg_03,18,1,3.13,1380.25,
tck_004721,2026-04-04 09:03,2026-04-06 05:08,2026-04-09 11:21,closed,low,integration issue,email,agt_016,dep_05,seg_04,115,1,44.09,122.30,3.9
tck_004722,2026-04-04 14:10,2026-04-05 00:55,2026-04-05 15:25,closed,medium,onboarding help,email,agt_009,dep_03,seg_03,48,0,10.76,25.27,4.1
tck_004723,2026-04-04 10:38,2026-04-04 16:41,2026-04-05 07:46,closed,medium,feature request,email,agt_009,dep_03,seg_03,48,0,6.06,21.15,4.3
tck_004724,2026-04-04 10:53,2026-04-04 16:01,2026-04-04 16:31,closed,high,billing question,email,agt_006,dep_02,seg_03,18,0,5.14,5.64,4.6
tck_004725,2026-04-04 05:46,2026-04-04 09:51,2026-04-04 20:27,closed,high,billing question,chat,agt_007,dep_02,seg_03,18,0,4.09,14.70,4.7
tck_004726,2026-04-04 12:57,2026-04-04 21:21,2026-04-05 05:40,closed,medium,onboarding help,email,agt_018,dep_03,seg_05,64,0,8.40,16.72,4.8
tck_004727,2026-04-04 18:59,2026-04-06 02:57,2026-04-06 03:38,closed,low,invoice dispute,chat,agt_005,dep_02,seg_03,96,0,31.98,32.65,4.5
tck_004728,2026-04-04 21:32,2026-04-05 07:53,2026-04-08 17:07,closed,medium,integration issue,chat,agt_015,dep_05,seg_04,57,1,10.35,91.59,3.5
tck_004729,2026-04-04 15:36,2026-04-05 08:41,2026-04-09 20:30,closed,medium,integration issue,email,agt_014,dep_05,seg_04,57,1,17.09,124.90,2.8
tck_004730,2026-04-04 14:58,2026-04-06 05:02,,pending,low,invoice dispute,social,agt_005,dep_02,seg_02,86,1,38.07,1377.02,
tck_004731,2026-04-04 10:55,2026-04-04 23:57,2026-04-05 09:11,closed,medium,login access,portal,agt_001,dep_01,seg_03,48,0,13.05,22.27,4.3
tck_004732,2026-04-04 14:35,2026-04-05 05:28,2026-04-06 09:37,closed,medium,bug report,email,agt_004,dep_01,seg_03,48,0,14.89,43.05,4.5
tck_004733,2026-04-04 04:53,2026-04-04 10:56,2026-04-06 21:05,closed,high,data export,portal,agt_014,dep_05,seg_02,16,1,6.06,64.21,2.4
tck_004734,2026-04-04 14:00,2026-04-04 16:19,2026-04-05 00:55,closed,high,billing question,portal,agt_005,dep_02,seg_04,21,0,2.32,10.93,4.4
tck_004735,2026-04-04 19:08,2026-04-04 21:52,2026-04-05 03:10,closed,high,login access,email,agt_004,dep_01,seg_01,13,0,2.75,8.04,5.0
tck_004736,2026-04-04 15:00,2026-04-05 09:51,2026-04-06 06:28,resolved,low,bug report,phone,agt_004,dep_01,seg_04,115,0,18.86,39.47,4.6
tck_004737,2026-04-04 13:56,2026-04-04 15:18,2026-04-04 20:38,closed,critical,feature request,portal,agt_009,dep_03,seg_01,6,1,1.37,6.71,3.1
tck_004738,2026-04-04 14:37,2026-04-04 23:40,2026-04-05 12:30,closed,medium,billing question,email,agt_006,dep_02,seg_03,48,0,9.06,21.89,4.6
tck_004739,2026-04-04 12:08,2026-04-05 14:02,2026-04-05 22:07,closed,low,invoice dispute,portal,agt_006,dep_02,seg_03,96,0,25.91,33.99,5.0
tck_004740,2026-04-04 19:27,2026-04-05 05:35,2026-04-05 15:21,closed,medium,invoice dispute,chat,agt_007,dep_02,seg_02,43,0,10.15,19.91,4.5
